n	MeshesToLoad	MeshesLoadedpercentage(Loaded/ToLoad)
34.32	144	80	0.555556
34.33	144	80	0.555556
34.34	144	80	0.555556
34.35	144	80	0.555556
34.36	144	80	0.555556
34.37	144	80	0.555556
34.38	144	80	0.555556
34.39	144	80	0.555556
34.4	144	80	0.555556
34.41	144	80	0.555556
34.42	144	80	0.555556
34.43	144	80	0.555556
34.44	144	80	0.555556
34.45	144	80	0.555556
34.46	144	80	0.555556
34.47	144	76	0.527778
34.48	144	72	0.5
34.49	144	72	0.5
34.5	144	68	0.472222
34.51	144	68	0.472222
34.52	144	68	0.472222
34.53	144	64	0.444444
34.54	144	64	0.444444
34.55	144	64	0.444444
34.56	144	64	0.444444
34.57	144	64	0.444444
34.58	144	64	0.444444
34.59	144	64	0.444444
34.6	144	64	0.444444
34.61	144	64	0.444444
34.62	144	64	0.444444
34.63	144	64	0.444444
34.64	144	64	0.444444
34.65	144	64	0.444444
34.66	144	64	0.444444
34.67	144	64	0.444444
34.68	144	64	0.444444
34.69	144	64	0.444444
34.7	144	64	0.444444
34.71	144	64	0.444444
34.72	144	68	0.472222
34.73	144	68	0.472222
34.74	144	76	0.527778
34.75	144	76	0.527778
34.76	144	76	0.527778
34.77	144	76	0.527778
34.78	144	76	0.527778
34.79	144	76	0.527778
34.8	144	76	0.527778
34.81	144	76	0.527778
34.82	144	76	0.527778
34.83	144	76	0.527778
34.84	144	76	0.527778
34.85	144	76	0.527778
34.86	144	76	0.527778
34.87	144	76	0.527778
34.88	144	76	0.527778
34.89	144	76	0.527778
34.9	144	76	0.527778
34.91	144	76	0.527778
34.92	144	76	0.527778
34.93	144	80	0.555556
34.94	144	80	0.555556
34.95	144	80	0.555556
34.96	144	80	0.555556
34.97	144	80	0.555556
34.98	144	80	0.555556
34.99	144	80	0.555556
35	144	80	0.555556
35.01	144	80	0.555556
35.02	144	80	0.555556
35.03	144	80	0.555556
35.04	144	80	0.555556
35.05	144	80	0.555556
35.06	144	80	0.555556
35.07	144	80	0.555556
35.08	144	80	0.555556
35.09	144	80	0.555556
35.1	144	80	0.555556
35.11	144	80	0.555556
35.12	144	80	0.555556
35.13	144	80	0.555556
35.14	144	80	0.555556
35.15	144	80	0.555556
35.16	144	80	0.555556
35.17	144	80	0.555556
35.18	144	80	0.555556
35.19	144	80	0.555556
35.2	144	80	0.555556
35.21	144	80	0.555556
35.22	144	80	0.555556
35.23	144	80	0.555556
35.24	144	80	0.555556
35.25	144	80	0.555556
35.26	144	80	0.555556
35.27	144	80	0.555556
35.28	144	80	0.555556
35.29	144	80	0.555556
35.3	144	80	0.555556
35.31	144	80	0.555556
35.32	144	80	0.555556
35.33	144	80	0.555556
35.34	144	80	0.555556
35.35	144	80	0.555556
35.36	144	80	0.555556
35.37	144	80	0.555556
35.38	144	80	0.555556
35.39	144	80	0.555556
35.4	144	80	0.555556
35.41	144	80	0.555556
35.42	144	80	0.555556
35.43	144	80	0.555556
35.44	144	80	0.555556
35.45	144	80	0.555556
35.46	144	80	0.555556
35.47	144	80	0.555556
35.48	144	80	0.555556
35.49	144	80	0.555556
35.5	144	80	0.555556
35.51	144	80	0.555556
35.52	144	80	0.555556
35.53	144	80	0.555556
35.54	144	80	0.555556
35.55	144	80	0.555556
35.56	144	80	0.555556
35.57	144	80	0.555556
35.58	144	80	0.555556
35.59	144	80	0.555556
35.6	144	80	0.555556
35.61	144	80	0.555556
35.62	144	80	0.555556
35.63	144	80	0.555556
35.64	144	80	0.555556
35.65	144	80	0.555556
35.66	144	80	0.555556
35.67	144	92	0.638889
35.68	144	92	0.638889
35.69	144	92	0.638889
35.7	144	92	0.638889
35.71	144	92	0.638889
35.72	144	92	0.638889
35.73	144	92	0.638889
35.74	144	92	0.638889
35.75	144	92	0.638889
35.76	144	92	0.638889
35.77	144	92	0.638889
35.78	144	92	0.638889
35.79	144	92	0.638889
35.8	144	92	0.638889
35.81	144	92	0.638889
35.82	144	92	0.638889
35.83	144	92	0.638889
35.84	144	92	0.638889
35.85	144	92	0.638889
35.86	144	92	0.638889
35.87	144	92	0.638889
35.88	144	92	0.638889
35.89	144	92	0.638889
35.9	144	92	0.638889
35.91	144	92	0.638889
35.92	144	92	0.638889
35.93	144	96	0.666667
35.94	144	96	0.666667
35.95	144	96	0.666667
35.96	144	96	0.666667
35.97	144	96	0.666667
35.98	144	96	0.666667
35.99	144	96	0.666667
36	144	96	0.666667
36.01	144	96	0.666667
36.02	144	96	0.666667
36.03	144	96	0.666667
36.04	144	96	0.666667
36.05	144	96	0.666667
36.06	144	96	0.666667
36.07	144	96	0.666667
36.08	144	96	0.666667
36.09	144	96	0.666667
36.1	144	96	0.666667
36.11	144	96	0.666667
36.12	144	96	0.666667
36.13	144	96	0.666667
36.14	144	96	0.666667
36.15	144	96	0.666667
36.16	144	96	0.666667
36.17	144	96	0.666667
36.18	144	96	0.666667
36.19	144	96	0.666667
36.2	144	96	0.666667
36.21	144	96	0.666667
36.22	144	96	0.666667
36.23	144	96	0.666667
36.24	144	96	0.666667
36.25	144	96	0.666667
36.26	144	96	0.666667
36.27	144	96	0.666667
36.28	144	96	0.666667
36.29	144	96	0.666667
36.3	144	96	0.666667
36.31	144	96	0.666667
36.32	144	96	0.666667
36.33	144	96	0.666667
36.34	144	96	0.666667
36.35	144	96	0.666667
36.36	144	96	0.666667
36.37	144	96	0.666667
36.38	144	96	0.666667
36.39	144	96	0.666667
36.4	144	96	0.666667
36.41	144	96	0.666667
36.42	144	96	0.666667
36.43	144	96	0.666667
36.44	144	96	0.666667
36.45	144	96	0.666667
36.46	144	96	0.666667
36.47	144	96	0.666667
36.48	144	96	0.666667
36.49	144	96	0.666667
36.5	144	96	0.666667
36.51	144	96	0.666667
36.52	144	96	0.666667
36.53	144	96	0.666667
36.54	144	96	0.666667
36.55	144	96	0.666667
36.56	144	96	0.666667
36.57	144	96	0.666667
36.58	144	96	0.666667
36.59	144	96	0.666667
36.6	144	96	0.666667
36.61	144	100	0.694444
36.62	144	100	0.694444
36.63	144	108	0.75
36.64	144	108	0.75
36.65	144	108	0.75
36.66	144	108	0.75
36.67	144	108	0.75
36.68	144	108	0.75
36.69	144	108	0.75
36.7	144	108	0.75
36.71	144	108	0.75
36.72	144	108	0.75
36.73	144	108	0.75
36.74	144	108	0.75
36.75	144	108	0.75
36.76	144	108	0.75
36.77	144	108	0.75
36.78	144	108	0.75
36.79	144	108	0.75
36.8	144	108	0.75
36.81	144	108	0.75
36.82	144	108	0.75
36.83	144	108	0.75
36.84	144	112	0.777778
36.85	144	112	0.777778
36.86	144	112	0.777778
36.87	144	112	0.777778
36.88	144	112	0.777778
36.89	144	112	0.777778
36.9	144	112	0.777778
36.91	144	112	0.777778
36.92	144	112	0.777778
36.93	144	112	0.777778
36.94	144	112	0.777778
36.95	144	112	0.777778
36.96	144	112	0.777778
36.97	144	112	0.777778
36.98	144	112	0.777778
36.99	144	112	0.777778
37	144	112	0.777778
37.01	144	112	0.777778
37.02	144	112	0.777778
37.03	144	112	0.777778
37.04	144	112	0.777778
37.05	144	112	0.777778
37.06	144	112	0.777778
37.07	144	112	0.777778
37.08	144	112	0.777778
37.09	144	112	0.777778
37.1	144	112	0.777778
37.11	144	112	0.777778
37.12	144	112	0.777778
37.13	144	112	0.777778
37.14	144	112	0.777778
37.15	144	112	0.777778
37.16	144	112	0.777778
37.17	144	112	0.777778
37.18	144	112	0.777778
37.19	144	112	0.777778
37.2	144	112	0.777778
37.21	144	112	0.777778
37.22	144	112	0.777778
37.23	144	112	0.777778
37.24	144	112	0.777778
37.25	120	112	0.933333
37.26	120	112	0.933333
37.27	120	112	0.933333
37.28	120	108	0.9
37.29	120	96	0.8
37.3	120	92	0.766667
37.31	120	92	0.766667
37.32	120	92	0.766667
37.33	120	92	0.766667
37.34	120	92	0.766667
37.35	120	92	0.766667
37.36	120	92	0.766667
37.37	120	92	0.766667
37.38	120	92	0.766667
37.39	120	92	0.766667
37.4	120	92	0.766667
37.41	120	92	0.766667
37.42	120	92	0.766667
37.43	120	92	0.766667
37.44	120	92	0.766667
37.45	120	92	0.766667
37.46	120	92	0.766667
37.47	120	92	0.766667
37.48	120	92	0.766667
37.49	120	92	0.766667
37.5	120	92	0.766667
37.51	120	92	0.766667
37.52	120	92	0.766667
37.53	120	96	0.8
37.54	120	96	0.8
37.55	120	96	0.8
37.56	120	104	0.866667
37.57	120	104	0.866667
37.58	120	104	0.866667
37.59	120	104	0.866667
37.6	120	104	0.866667
37.61	120	104	0.866667
37.62	120	104	0.866667
37.63	120	104	0.866667
37.64	120	104	0.866667
37.65	120	104	0.866667
37.66	120	104	0.866667
37.67	120	104	0.866667
37.68	120	104	0.866667
37.69	120	104	0.866667
37.7	120	104	0.866667
37.71	120	104	0.866667
37.72	120	104	0.866667
37.73	120	104	0.866667
37.74	120	104	0.866667
37.75	120	104	0.866667
37.76	120	104	0.866667
37.77	120	108	0.9
37.78	120	108	0.9
37.79	120	108	0.9
37.8	120	108	0.9
37.81	120	108	0.9
37.82	120	108	0.9
37.83	120	108	0.9
37.84	120	108	0.9
37.85	120	108	0.9
37.86	120	108	0.9
37.87	120	108	0.9
37.88	120	108	0.9
37.89	120	108	0.9
37.9	120	108	0.9
37.91	120	108	0.9
37.92	120	108	0.9
37.93	120	108	0.9
37.94	120	108	0.9
37.95	120	108	0.9
37.96	120	108	0.9
37.97	120	108	0.9
37.98	120	108	0.9
37.99	120	108	0.9
38	120	108	0.9
38.01	120	108	0.9
38.02	120	108	0.9
38.03	120	108	0.9
38.04	120	108	0.9
38.05	120	108	0.9
38.06	120	108	0.9
38.07	120	108	0.9
38.08	120	108	0.9
38.09	120	108	0.9
38.1	120	108	0.9
38.11	120	108	0.9
38.12	120	108	0.9
38.13	120	108	0.9
38.14	120	108	0.9
38.15	120	108	0.9
38.16	120	108	0.9
38.17	120	108	0.9
38.18	120	108	0.9
38.19	96	96	1
38.2	96	96	1
38.21	96	96	1
38.22	96	96	1
38.23	96	96	1
38.24	96	96	1
38.25	96	96	1
38.26	96	88	0.916667
38.27	96	88	0.916667
38.28	96	88	0.916667
38.29	96	88	0.916667
38.3	96	88	0.916667
38.31	96	88	0.916667
38.32	96	88	0.916667
38.33	96	88	0.916667
38.34	96	88	0.916667
38.35	96	88	0.916667
38.36	96	88	0.916667
38.37	96	88	0.916667
38.38	96	88	0.916667
38.39	96	88	0.916667
38.4	96	88	0.916667
38.41	96	88	0.916667
38.42	96	88	0.916667
38.43	96	88	0.916667
38.44	96	88	0.916667
38.45	96	88	0.916667
38.46	96	88	0.916667
38.47	96	88	0.916667
38.48	96	88	0.916667
38.49	96	88	0.916667
38.5	96	88	0.916667
38.51	96	88	0.916667
38.52	96	88	0.916667
38.53	96	88	0.916667
38.54	96	88	0.916667
38.55	96	88	0.916667
38.56	96	88	0.916667
38.57	96	88	0.916667
38.58	96	88	0.916667
38.59	96	88	0.916667
38.6	96	88	0.916667
38.61	96	88	0.916667
38.62	96	88	0.916667
38.63	96	88	0.916667
38.64	96	88	0.916667
38.65	96	88	0.916667
38.66	96	88	0.916667
38.67	96	88	0.916667
38.68	96	88	0.916667
38.69	96	88	0.916667
38.7	96	88	0.916667
38.71	96	88	0.916667
38.72	96	88	0.916667
38.73	96	88	0.916667
38.74	96	88	0.916667
38.75	96	88	0.916667
38.76	96	88	0.916667
38.77	96	88	0.916667
38.78	96	88	0.916667
38.79	96	88	0.916667
38.8	96	88	0.916667
38.81	96	88	0.916667
38.82	96	88	0.916667
38.83	96	88	0.916667
38.84	96	88	0.916667
38.85	96	88	0.916667
38.86	96	88	0.916667
38.87	96	88	0.916667
38.88	96	88	0.916667
38.89	96	88	0.916667
38.9	96	88	0.916667
38.91	96	88	0.916667
38.92	96	88	0.916667
38.93	96	88	0.916667
38.94	96	88	0.916667
38.95	96	88	0.916667
38.96	96	88	0.916667
38.97	96	88	0.916667
38.98	96	88	0.916667
38.99	96	88	0.916667
39	96	88	0.916667
39.01	96	88	0.916667
39.02	96	88	0.916667
39.03	96	88	0.916667
39.04	96	88	0.916667
39.05	96	88	0.916667
39.06	96	88	0.916667
39.07	96	88	0.916667
39.08	96	88	0.916667
39.09	96	88	0.916667
39.1	96	88	0.916667
39.11	96	88	0.916667
39.12	96	88	0.916667
39.13	72	72	1
39.14	72	72	1
39.15	72	72	1
39.16	72	72	1
39.17	72	72	1
39.18	72	68	0.944444
39.19	72	68	0.944444
39.2	72	68	0.944444
39.21	72	68	0.944444
39.22	72	68	0.944444
39.23	72	68	0.944444
39.24	72	68	0.944444
39.25	72	68	0.944444
39.26	72	68	0.944444
39.27	72	68	0.944444
39.28	72	68	0.944444
39.29	72	68	0.944444
39.3	72	68	0.944444
39.31	72	68	0.944444
39.32	72	68	0.944444
39.33	72	68	0.944444
39.34	72	68	0.944444
39.35	72	68	0.944444
39.36	72	68	0.944444
39.37	72	68	0.944444
39.38	72	68	0.944444
39.39	72	68	0.944444
39.4	72	68	0.944444
39.41	72	68	0.944444
39.42	72	68	0.944444
39.43	72	68	0.944444
39.44	72	68	0.944444
39.45	72	68	0.944444
39.46	72	68	0.944444
39.47	72	68	0.944444
39.48	72	68	0.944444
39.49	72	68	0.944444
39.5	72	68	0.944444
39.51	72	68	0.944444
39.52	72	68	0.944444
39.53	72	68	0.944444
39.54	72	68	0.944444
39.55	72	68	0.944444
39.56	72	68	0.944444
39.57	72	68	0.944444
39.58	72	68	0.944444
39.59	72	68	0.944444
39.6	72	68	0.944444
39.61	72	68	0.944444
39.62	72	68	0.944444
39.63	72	68	0.944444
39.64	72	68	0.944444
39.65	72	68	0.944444
39.66	72	68	0.944444
39.67	72	68	0.944444
39.68	72	68	0.944444
39.69	72	68	0.944444
39.7	72	68	0.944444
39.71	72	68	0.944444
39.72	72	68	0.944444
39.73	72	68	0.944444
39.74	72	68	0.944444
39.75	72	68	0.944444
39.76	72	68	0.944444
39.77	72	68	0.944444
39.78	72	68	0.944444
39.79	72	68	0.944444
39.8	72	68	0.944444
39.81	72	68	0.944444
39.82	72	68	0.944444
39.83	72	68	0.944444
39.84	72	68	0.944444
39.85	72	68	0.944444
39.86	72	68	0.944444
39.87	72	68	0.944444
39.88	72	68	0.944444
39.89	72	68	0.944444
39.9	72	68	0.944444
39.91	72	68	0.944444
39.92	72	68	0.944444
39.93	72	68	0.944444
39.94	72	68	0.944444
39.95	72	68	0.944444
39.96	72	68	0.944444
39.97	72	68	0.944444
39.98	72	68	0.944444
39.99	72	68	0.944444
40	72	68	0.944444
40.01	72	68	0.944444
40.02	72	68	0.944444
40.03	72	68	0.944444
40.04	72	68	0.944444
40.05	72	68	0.944444
40.06	72	68	0.944444
40.07	72	68	0.944444
40.08	72	68	0.944444
40.09	72	68	0.944444
40.1	72	68	0.944444
40.11	72	68	0.944444
40.12	72	68	0.944444
40.13	72	68	0.944444
40.14	72	68	0.944444
40.15	72	68	0.944444
40.16	72	68	0.944444
40.17	72	68	0.944444
40.18	72	68	0.944444
40.19	72	68	0.944444
40.2	72	68	0.944444
40.21	72	68	0.944444
40.22	72	68	0.944444
40.23	72	68	0.944444
40.24	72	68	0.944444
40.25	72	68	0.944444
40.26	72	68	0.944444
40.27	72	68	0.944444
40.28	72	68	0.944444
40.29	72	68	0.944444
40.3	72	68	0.944444
40.31	72	68	0.944444
40.32	72	68	0.944444
40.33	72	68	0.944444
40.34	72	68	0.944444
40.35	72	68	0.944444
40.36	72	68	0.944444
40.37	72	68	0.944444
40.38	72	68	0.944444
40.39	72	68	0.944444
40.4	72	68	0.944444
40.41	72	68	0.944444
40.42	72	68	0.944444
40.43	72	68	0.944444
40.44	72	68	0.944444
40.45	72	68	0.944444
40.46	72	68	0.944444
40.47	72	68	0.944444
40.48	72	68	0.944444
40.49	72	68	0.944444
40.5	72	68	0.944444
40.51	72	68	0.944444
40.52	72	68	0.944444
40.53	72	68	0.944444
40.54	72	68	0.944444
40.55	72	68	0.944444
40.56	72	68	0.944444
40.57	72	68	0.944444
40.58	72	68	0.944444
40.59	72	68	0.944444
40.6	72	68	0.944444
40.61	72	68	0.944444
40.62	72	68	0.944444
40.63	72	68	0.944444
40.64	72	68	0.944444
40.65	72	68	0.944444
40.66	72	68	0.944444
40.67	72	68	0.944444
40.68	72	68	0.944444
40.69	72	68	0.944444
40.7	72	68	0.944444
40.71	72	68	0.944444
40.72	72	68	0.944444
40.73	72	68	0.944444
40.74	72	68	0.944444
40.75	72	68	0.944444
40.76	72	68	0.944444
40.77	72	68	0.944444
40.78	72	68	0.944444
40.79	72	68	0.944444
40.8	72	68	0.944444
40.81	72	68	0.944444
40.82	72	68	0.944444
40.83	72	68	0.944444
40.84	72	68	0.944444
40.85	72	68	0.944444
40.86	72	68	0.944444
40.87	72	68	0.944444
40.88	72	68	0.944444
40.89	72	68	0.944444
40.9	72	68	0.944444
40.91	72	68	0.944444
40.92	72	68	0.944444
40.93	72	68	0.944444
40.94	72	68	0.944444
40.95	72	68	0.944444
40.96	72	68	0.944444
40.97	72	68	0.944444
40.98	72	68	0.944444
40.99	72	68	0.944444
41	48	48	1
41.01	48	48	1
41.02	48	48	1
41.03	48	48	1
41.04	48	48	1
41.05	48	48	1
41.06	48	48	1
41.07	48	48	1
41.08	48	48	1
41.09	48	48	1
41.1	48	48	1
41.11	48	48	1
41.12	48	48	1
41.13	48	48	1
41.14	48	48	1
41.15	48	48	1
41.16	48	48	1
41.17	48	48	1
41.18	48	48	1
41.19	48	48	1
41.2	48	48	1
41.21	48	48	1
41.22	48	48	1
41.23	48	48	1
41.24	48	48	1
41.25	48	48	1
41.26	48	48	1
41.27	48	48	1
41.28	48	48	1
41.29	48	48	1
41.3	48	48	1
41.31	48	48	1
41.32	48	48	1
41.33	48	48	1
41.34	48	48	1
41.35	48	48	1
41.36	48	48	1
41.37	48	48	1
41.38	48	48	1
41.39	48	48	1
41.4	48	48	1
41.41	48	48	1
41.42	48	48	1
41.43	48	48	1
41.44	48	48	1
41.45	48	48	1
41.46	48	48	1
41.47	48	48	1
41.48	48	48	1
41.49	48	48	1
41.5	48	48	1
41.51	48	48	1
41.52	48	48	1
41.53	48	48	1
41.54	48	48	1
41.55	48	48	1
41.56	48	48	1
41.57	48	48	1
41.58	48	48	1
41.59	48	48	1
41.6	48	48	1
41.61	48	48	1
41.62	48	48	1
41.63	48	48	1
41.64	48	48	1
41.65	48	48	1
41.66	48	48	1
41.67	48	48	1
41.68	48	48	1
41.69	48	48	1
41.7	48	48	1
41.71	48	48	1
41.72	48	48	1
41.73	48	48	1
41.74	48	48	1
41.75	48	48	1
41.76	48	48	1
41.77	48	48	1
41.78	48	48	1
41.79	48	48	1
41.8	48	48	1
41.81	48	48	1
41.82	48	48	1
41.83	48	48	1
41.84	48	48	1
41.85	48	48	1
41.86	48	48	1
41.87	48	48	1
41.88	48	48	1
41.89	48	48	1
41.9	48	48	1
41.91	48	48	1
41.92	48	48	1
41.93	48	48	1
41.94	48	48	1
41.95	48	48	1
41.96	48	48	1
41.97	48	48	1
41.98	48	48	1
41.99	48	48	1
42	48	48	1
42.01	48	48	1
42.02	48	48	1
42.03	48	48	1
42.04	48	48	1
42.05	48	48	1
42.06	48	48	1
42.07	48	48	1
42.08	48	48	1
42.09	48	48	1
42.1	48	48	1
42.11	48	48	1
42.12	48	48	1
42.13	48	48	1
42.14	48	48	1
42.15	48	48	1
42.16	48	48	1
42.17	48	48	1
42.18	48	48	1
42.19	48	48	1
42.2	48	48	1
42.21	48	48	1
42.22	48	48	1
42.23	48	48	1
42.24	48	48	1
42.25	48	48	1
42.26	48	48	1
42.27	48	48	1
42.28	48	48	1
42.29	48	48	1
42.3	48	48	1
42.31	48	48	1
42.32	48	48	1
42.33	48	48	1
42.34	48	48	1
42.35	48	48	1
42.36	48	48	1
42.37	48	48	1
42.38	48	48	1
42.39	48	48	1
42.4	48	48	1
42.41	48	48	1
42.42	48	48	1
42.43	48	48	1
42.44	48	48	1
42.45	48	48	1
42.46	48	48	1
42.47	48	48	1
42.48	48	48	1
42.49	48	48	1
42.5	48	48	1
42.51	48	48	1
42.52	48	48	1
42.53	48	48	1
42.54	48	48	1
42.55	48	48	1
42.56	48	48	1
42.57	48	48	1
42.58	48	48	1
42.59	48	48	1
42.6	48	48	1
42.61	48	48	1
42.62	48	48	1
42.63	48	48	1
42.64	48	48	1
42.65	48	48	1
42.66	48	48	1
42.67	48	48	1
42.68	48	48	1
42.69	48	48	1
42.7	48	48	1
42.71	48	48	1
42.72	48	48	1
42.73	48	48	1
42.74	48	48	1
42.75	48	48	1
42.76	48	48	1
42.77	48	48	1
42.78	48	48	1
42.79	48	48	1
42.8	48	48	1
42.81	48	48	1
42.82	48	48	1
42.83	48	48	1
42.84	48	48	1
42.85	48	48	1
42.86	48	48	1
42.87	48	48	1
42.88	48	48	1
42.89	48	48	1
42.9	48	48	1
42.91	48	48	1
42.92	48	48	1
42.93	48	48	1
42.94	48	48	1
42.95	48	48	1
42.96	48	48	1
42.97	48	48	1
42.98	48	48	1
42.99	48	48	1
43	48	48	1
43.01	48	48	1
43.02	48	48	1
43.03	48	48	1
43.04	48	48	1
43.05	48	48	1
43.06	48	48	1
43.07	48	48	1
43.08	48	48	1
43.09	48	48	1
43.1	48	48	1
43.11	48	48	1
43.12	48	48	1
43.13	48	48	1
43.14	48	48	1
43.15	48	48	1
43.16	48	48	1
43.17	48	48	1
43.18	48	48	1
43.19	48	48	1
43.2	48	48	1
43.21	48	48	1
43.22	48	48	1
43.23	48	48	1
43.24	48	48	1
43.25	48	48	1
43.26	48	48	1
43.27	48	48	1
43.28	48	48	1
43.29	48	48	1
43.3	48	48	1
43.31	48	48	1
43.32	48	48	1
43.33	40	40	1
43.34	40	40	1
43.35	40	40	1
43.36	40	40	1
43.37	40	40	1
43.38	40	40	1
43.39	40	40	1
43.4	40	40	1
43.41	40	40	1
43.42	40	40	1
43.43	40	40	1
43.44	40	40	1
43.45	40	40	1
43.46	40	40	1
43.47	40	40	1
43.48	40	40	1
43.49	40	40	1
43.5	40	40	1
43.51	40	40	1
43.52	40	40	1
43.53	40	40	1
43.54	40	40	1
43.55	40	40	1
43.56	40	40	1
43.57	40	40	1
43.58	40	40	1
43.59	40	40	1
43.6	40	40	1
43.61	40	40	1
43.62	40	40	1
43.63	40	40	1
43.64	40	40	1
43.65	40	40	1
43.66	40	40	1
43.67	40	40	1
43.68	40	40	1
43.69	40	40	1
43.7	40	40	1
43.71	40	40	1
43.72	40	40	1
43.73	40	40	1
43.74	40	40	1
43.75	40	40	1
43.76	40	40	1
43.77	40	40	1
43.78	40	40	1
43.79	40	40	1
43.8	40	40	1
43.81	40	40	1
43.82	40	40	1
43.83	40	40	1
43.84	40	40	1
43.85	40	40	1
43.86	40	40	1
43.87	40	40	1
43.88	40	40	1
43.89	40	40	1
43.9	40	40	1
43.91	40	40	1
43.92	40	40	1
43.93	40	40	1
43.94	40	40	1
43.95	40	40	1
43.96	40	40	1
43.97	40	40	1
43.98	40	40	1
43.99	40	40	1
44	40	40	1
44.01	40	40	1
44.02	40	40	1
44.03	40	40	1
44.04	40	40	1
44.05	40	40	1
44.06	40	40	1
44.07	40	40	1
44.08	40	40	1
44.09	40	40	1
44.1	40	40	1
44.11	40	40	1
44.12	40	40	1
44.13	40	40	1
44.14	40	40	1
44.15	40	40	1
44.16	40	40	1
44.17	40	40	1
44.18	40	40	1
44.19	40	40	1
44.2	40	40	1
44.21	40	40	1
44.22	40	40	1
44.23	40	40	1
44.24	40	40	1
44.25	32	32	1
44.26	32	32	1
44.27	32	32	1
44.28	32	32	1
44.29	32	32	1
44.3	32	32	1
44.31	32	32	1
44.32	32	32	1
44.33	32	32	1
44.34	32	32	1
44.35	32	32	1
44.36	32	32	1
44.37	32	32	1
44.38	32	32	1
44.39	32	32	1
44.4	32	32	1
44.41	32	32	1
44.42	32	32	1
44.43	32	32	1
44.44	32	32	1
44.45	32	32	1
44.46	32	32	1
44.47	32	32	1
44.48	32	32	1
44.49	32	32	1
44.5	32	32	1
44.51	32	32	1
44.52	32	32	1
44.53	32	32	1
44.54	32	32	1
44.55	32	32	1
44.56	32	32	1
44.57	32	32	1
44.58	32	32	1
44.59	32	32	1
44.6	32	32	1
44.61	32	32	1
44.62	32	32	1
44.63	32	32	1
44.64	32	32	1
44.65	32	32	1
44.66	32	32	1
44.67	32	32	1
44.68	32	32	1
44.69	32	32	1
44.7	32	32	1
44.71	32	32	1
44.72	32	32	1
44.73	32	32	1
44.74	32	32	1
44.75	32	32	1
44.76	32	32	1
44.77	32	32	1
44.78	32	32	1
44.79	32	32	1
44.8	32	32	1
44.81	32	32	1
44.82	32	32	1
44.83	32	32	1
44.84	32	32	1
44.85	32	32	1
44.86	32	32	1
44.87	32	32	1
44.88	32	32	1
44.89	32	32	1
44.9	32	32	1
44.91	32	32	1
44.92	32	32	1
44.93	32	32	1
44.94	32	32	1
44.95	32	32	1
44.96	32	32	1
44.97	32	32	1
44.98	32	32	1
44.99	32	32	1
45	32	32	1
45.01	32	32	1
45.02	32	32	1
45.03	32	32	1
45.04	32	32	1
45.05	32	32	1
45.06	32	32	1
45.07	32	32	1
45.08	32	32	1
45.09	32	32	1
45.1	32	32	1
45.11	32	32	1
45.12	32	32	1
45.13	32	32	1
45.14	32	32	1
45.15	32	32	1
45.16	32	32	1
45.17	24	24	1
45.18	24	24	1
45.19	24	24	1
45.2	24	24	1
45.21	24	24	1
45.22	24	24	1
45.23	24	24	1
45.24	24	24	1
45.25	24	24	1
45.26	24	24	1
45.27	24	24	1
45.28	24	24	1
45.29	24	24	1
45.3	24	24	1
45.31	24	24	1
45.32	24	24	1
45.33	24	24	1
45.34	24	24	1
45.35	24	24	1
45.36	24	24	1
45.37	24	24	1
45.38	24	24	1
45.39	24	24	1
45.4	24	24	1
45.41	24	24	1
45.42	24	24	1
45.43	24	24	1
45.44	24	24	1
45.45	24	24	1
45.46	24	24	1
45.47	24	24	1
45.48	24	24	1
45.49	24	24	1
45.5	24	24	1
45.51	24	24	1
45.52	24	24	1
45.53	24	24	1
45.54	24	24	1
45.55	24	24	1
45.56	24	24	1
45.57	24	24	1
45.58	24	24	1
45.59	24	24	1
45.6	24	24	1
45.61	24	24	1
45.62	24	24	1
45.63	24	24	1
45.64	24	24	1
45.65	24	24	1
45.66	24	24	1
45.67	24	24	1
45.68	24	24	1
45.69	24	24	1
45.7	24	24	1
45.71	24	24	1
45.72	24	24	1
45.73	24	24	1
45.74	24	24	1
45.75	24	24	1
45.76	24	24	1
45.77	24	24	1
45.78	24	24	1
45.79	24	24	1
45.8	24	24	1
45.81	24	24	1
45.82	24	24	1
45.83	24	24	1
45.84	24	24	1
45.85	24	24	1
45.86	24	24	1
45.87	24	24	1
45.88	24	24	1
45.89	24	24	1
45.9	24	24	1
45.91	24	24	1
45.92	24	24	1
45.93	24	24	1
45.94	24	24	1
45.95	24	24	1
45.96	24	24	1
45.97	24	24	1
45.98	24	24	1
45.99	24	24	1
46	24	24	1
46.01	24	24	1
46.02	24	24	1
46.03	24	24	1
46.04	24	24	1
46.05	24	24	1
46.06	24	24	1
46.07	24	24	1
46.08	24	24	1
46.09	24	24	1
46.1	24	24	1
46.11	24	24	1
46.12	24	24	1
46.13	24	24	1
46.14	24	24	1
46.15	24	24	1
46.16	24	24	1
46.17	24	24	1
46.18	24	24	1
46.19	24	24	1
46.2	24	24	1
46.21	24	24	1
46.22	24	24	1
46.23	24	24	1
46.24	24	24	1
46.25	24	24	1
46.26	24	24	1
46.27	24	24	1
46.28	24	24	1
46.29	24	24	1
46.3	24	24	1
46.31	24	24	1
46.32	24	24	1
46.33	24	24	1
46.34	24	24	1
46.35	24	24	1
