n	MeshesToLoad	MeshesLoadedpercentage(Loaded/ToLoad)
11.02	144	80	0.555556
11.03	144	80	0.555556
11.04	144	80	0.555556
11.05	144	80	0.555556
11.06	144	80	0.555556
11.07	144	80	0.555556
11.08	144	80	0.555556
11.09	144	80	0.555556
11.1	144	80	0.555556
11.11	144	80	0.555556
11.12	144	80	0.555556
11.13	144	80	0.555556
11.14	144	80	0.555556
11.15	144	80	0.555556
11.16	144	80	0.555556
11.17	144	80	0.555556
11.18	144	80	0.555556
11.19	144	80	0.555556
11.2	144	80	0.555556
11.21	144	80	0.555556
11.22	144	80	0.555556
11.23	144	80	0.555556
11.24	144	80	0.555556
11.25	144	80	0.555556
11.26	144	80	0.555556
11.27	144	80	0.555556
11.28	144	80	0.555556
11.29	144	80	0.555556
11.3	144	80	0.555556
11.31	144	80	0.555556
11.32	144	80	0.555556
11.33	144	80	0.555556
11.34	144	80	0.555556
11.35	144	80	0.555556
11.36	144	80	0.555556
11.37	144	80	0.555556
11.38	144	80	0.555556
11.39	144	80	0.555556
11.4	144	80	0.555556
11.41	144	80	0.555556
11.42	144	80	0.555556
11.43	144	80	0.555556
11.44	144	80	0.555556
11.45	144	80	0.555556
11.46	144	84	0.583333
11.47	144	84	0.583333
11.48	144	84	0.583333
11.49	144	88	0.611111
11.5	144	88	0.611111
11.51	144	92	0.638889
11.52	144	92	0.638889
11.53	144	92	0.638889
11.54	144	92	0.638889
11.55	144	92	0.638889
11.56	144	92	0.638889
11.57	144	92	0.638889
11.58	144	92	0.638889
11.59	144	92	0.638889
11.6	144	92	0.638889
11.61	144	92	0.638889
11.62	144	92	0.638889
11.63	144	92	0.638889
11.64	144	92	0.638889
11.65	144	92	0.638889
11.66	144	92	0.638889
11.67	144	96	0.666667
11.68	144	96	0.666667
11.69	144	96	0.666667
11.7	144	96	0.666667
11.71	144	96	0.666667
11.72	144	96	0.666667
11.73	144	96	0.666667
11.74	144	96	0.666667
11.75	144	96	0.666667
11.76	144	96	0.666667
11.77	144	96	0.666667
11.78	144	96	0.666667
11.79	144	96	0.666667
11.8	144	96	0.666667
11.81	144	96	0.666667
11.82	144	96	0.666667
11.83	144	96	0.666667
11.84	144	96	0.666667
11.85	144	96	0.666667
11.86	144	96	0.666667
11.87	144	96	0.666667
11.88	144	96	0.666667
11.89	144	96	0.666667
11.9	144	96	0.666667
11.91	144	96	0.666667
11.92	144	96	0.666667
11.93	144	96	0.666667
11.94	144	96	0.666667
11.95	144	96	0.666667
11.96	144	96	0.666667
11.97	144	96	0.666667
11.98	144	96	0.666667
11.99	144	96	0.666667
12	144	96	0.666667
12.01	144	96	0.666667
12.02	144	96	0.666667
12.03	144	96	0.666667
12.04	144	96	0.666667
12.05	144	96	0.666667
12.06	144	96	0.666667
12.07	144	96	0.666667
12.08	144	96	0.666667
12.09	144	96	0.666667
12.1	144	96	0.666667
12.11	144	96	0.666667
12.12	144	96	0.666667
12.13	144	96	0.666667
12.14	144	96	0.666667
12.15	144	96	0.666667
12.16	144	96	0.666667
12.17	144	96	0.666667
12.18	144	96	0.666667
12.19	144	96	0.666667
12.2	144	96	0.666667
12.21	144	96	0.666667
12.22	144	96	0.666667
12.23	144	96	0.666667
12.24	144	96	0.666667
12.25	144	96	0.666667
12.26	144	96	0.666667
12.27	144	96	0.666667
12.28	144	96	0.666667
12.29	144	96	0.666667
12.3	144	96	0.666667
12.31	144	96	0.666667
12.32	144	96	0.666667
12.33	144	96	0.666667
12.34	144	96	0.666667
12.35	144	96	0.666667
12.36	144	96	0.666667
12.37	144	96	0.666667
12.38	144	96	0.666667
12.39	144	96	0.666667
12.4	144	96	0.666667
12.41	144	96	0.666667
12.42	144	96	0.666667
12.43	144	96	0.666667
12.44	144	96	0.666667
12.45	144	96	0.666667
12.46	144	96	0.666667
12.47	144	108	0.75
12.48	144	108	0.75
12.49	144	108	0.75
12.5	144	108	0.75
12.51	144	108	0.75
12.52	144	108	0.75
12.53	144	108	0.75
12.54	144	108	0.75
12.55	144	108	0.75
12.56	144	108	0.75
12.57	144	108	0.75
12.58	144	108	0.75
12.59	144	108	0.75
12.6	144	108	0.75
12.61	144	108	0.75
12.62	144	108	0.75
12.63	144	108	0.75
12.64	144	108	0.75
12.65	144	108	0.75
12.66	144	108	0.75
12.67	144	108	0.75
12.68	144	108	0.75
12.69	144	108	0.75
12.7	144	108	0.75
12.71	144	112	0.777778
12.72	144	112	0.777778
12.73	144	112	0.777778
12.74	144	112	0.777778
12.75	144	112	0.777778
12.76	144	112	0.777778
12.77	144	112	0.777778
12.78	144	112	0.777778
12.79	144	112	0.777778
12.8	144	112	0.777778
12.81	144	112	0.777778
12.82	144	112	0.777778
12.83	144	112	0.777778
12.84	144	112	0.777778
12.85	144	112	0.777778
12.86	144	112	0.777778
12.87	144	112	0.777778
12.88	144	112	0.777778
12.89	144	112	0.777778
12.9	144	112	0.777778
12.91	144	112	0.777778
12.92	144	112	0.777778
12.93	144	112	0.777778
12.94	144	112	0.777778
12.95	144	112	0.777778
12.96	144	112	0.777778
12.97	144	112	0.777778
12.98	144	112	0.777778
12.99	144	112	0.777778
13	144	112	0.777778
13.01	144	112	0.777778
13.02	144	112	0.777778
13.03	144	112	0.777778
13.04	144	112	0.777778
13.05	144	112	0.777778
13.06	144	112	0.777778
13.07	144	112	0.777778
13.08	144	112	0.777778
13.09	120	112	0.933333
13.1	120	112	0.933333
13.11	120	112	0.933333
13.12	120	112	0.933333
13.13	120	108	0.9
13.14	120	100	0.833333
13.15	120	92	0.766667
13.16	120	92	0.766667
13.17	120	92	0.766667
13.18	120	92	0.766667
13.19	120	92	0.766667
13.2	120	92	0.766667
13.21	120	92	0.766667
13.22	120	92	0.766667
13.23	120	92	0.766667
13.24	120	92	0.766667
13.25	120	92	0.766667
13.26	120	92	0.766667
13.27	120	92	0.766667
13.28	120	92	0.766667
13.29	120	92	0.766667
13.3	120	92	0.766667
13.31	120	92	0.766667
13.32	120	92	0.766667
13.33	120	92	0.766667
13.34	120	92	0.766667
13.35	120	92	0.766667
13.36	120	92	0.766667
13.37	120	104	0.866667
13.38	120	104	0.866667
13.39	120	104	0.866667
13.4	120	104	0.866667
13.41	120	104	0.866667
13.42	120	104	0.866667
13.43	120	104	0.866667
13.44	120	104	0.866667
13.45	120	104	0.866667
13.46	120	104	0.866667
13.47	120	104	0.866667
13.48	120	104	0.866667
13.49	120	104	0.866667
13.5	120	104	0.866667
13.51	120	104	0.866667
13.52	120	104	0.866667
13.53	120	104	0.866667
13.54	120	104	0.866667
13.55	120	104	0.866667
13.56	120	104	0.866667
13.57	120	104	0.866667
13.58	120	104	0.866667
13.59	120	104	0.866667
13.6	120	104	0.866667
13.61	120	108	0.9
13.62	120	108	0.9
13.63	120	108	0.9
13.64	120	108	0.9
13.65	120	108	0.9
13.66	120	108	0.9
13.67	120	108	0.9
13.68	120	108	0.9
13.69	120	108	0.9
13.7	120	108	0.9
13.71	120	108	0.9
13.72	120	108	0.9
13.73	120	108	0.9
13.74	120	108	0.9
13.75	120	108	0.9
13.76	120	108	0.9
13.77	120	108	0.9
13.78	120	108	0.9
13.79	120	108	0.9
13.8	120	108	0.9
13.81	120	108	0.9
13.82	120	108	0.9
13.83	120	108	0.9
13.84	120	108	0.9
13.85	120	108	0.9
13.86	120	108	0.9
13.87	120	108	0.9
13.88	120	108	0.9
13.89	120	108	0.9
13.9	120	108	0.9
13.91	120	108	0.9
13.92	120	108	0.9
13.93	120	108	0.9
13.94	120	108	0.9
13.95	120	108	0.9
13.96	120	108	0.9
13.97	120	108	0.9
13.98	120	108	0.9
13.99	120	108	0.9
14	120	108	0.9
14.01	120	108	0.9
14.02	120	108	0.9
14.03	120	108	0.9
14.04	120	108	0.9
14.05	120	108	0.9
14.06	96	96	1
14.07	96	96	1
14.08	96	96	1
14.09	96	96	1
14.1	96	96	1
14.11	96	92	0.958333
14.12	96	92	0.958333
14.13	96	92	0.958333
14.14	96	88	0.916667
14.15	96	88	0.916667
14.16	96	88	0.916667
14.17	96	88	0.916667
14.18	96	88	0.916667
14.19	96	88	0.916667
14.2	96	88	0.916667
14.21	96	88	0.916667
14.22	96	88	0.916667
14.23	96	88	0.916667
14.24	96	88	0.916667
14.25	96	88	0.916667
14.26	96	88	0.916667
14.27	96	88	0.916667
14.28	96	88	0.916667
14.29	96	88	0.916667
14.3	96	88	0.916667
14.31	96	88	0.916667
14.32	96	88	0.916667
14.33	96	88	0.916667
14.34	96	88	0.916667
14.35	96	88	0.916667
14.36	96	88	0.916667
14.37	96	88	0.916667
14.38	96	88	0.916667
14.39	96	88	0.916667
14.4	96	88	0.916667
14.41	96	88	0.916667
14.42	96	88	0.916667
14.43	96	88	0.916667
14.44	96	88	0.916667
14.45	96	88	0.916667
14.46	96	88	0.916667
14.47	96	88	0.916667
14.48	96	88	0.916667
14.49	96	88	0.916667
14.5	96	88	0.916667
14.51	96	88	0.916667
14.52	96	88	0.916667
14.53	96	88	0.916667
14.54	96	88	0.916667
14.55	96	88	0.916667
14.56	96	88	0.916667
14.57	96	88	0.916667
14.58	96	88	0.916667
14.59	96	88	0.916667
14.6	96	88	0.916667
14.61	96	88	0.916667
14.62	96	88	0.916667
14.63	96	88	0.916667
14.64	96	88	0.916667
14.65	96	88	0.916667
14.66	96	88	0.916667
14.67	96	88	0.916667
14.68	96	88	0.916667
14.69	96	88	0.916667
14.7	96	88	0.916667
14.71	96	88	0.916667
14.72	96	88	0.916667
14.73	96	88	0.916667
14.74	96	88	0.916667
14.75	96	88	0.916667
14.76	96	88	0.916667
14.77	96	88	0.916667
14.78	96	88	0.916667
14.79	96	88	0.916667
14.8	96	88	0.916667
14.81	96	88	0.916667
14.82	96	88	0.916667
14.83	96	88	0.916667
14.84	96	88	0.916667
14.85	96	88	0.916667
14.86	96	88	0.916667
14.87	96	88	0.916667
14.88	96	88	0.916667
14.89	96	88	0.916667
14.9	96	88	0.916667
14.91	96	88	0.916667
14.92	96	88	0.916667
14.93	96	88	0.916667
14.94	96	88	0.916667
14.95	96	88	0.916667
14.96	96	88	0.916667
14.97	96	88	0.916667
14.98	96	88	0.916667
14.99	72	72	1
15	72	72	1
15.01	72	72	1
15.02	72	72	1
15.03	72	72	1
15.04	72	72	1
15.05	72	68	0.944444
15.06	72	68	0.944444
15.07	72	68	0.944444
15.08	72	68	0.944444
15.09	72	68	0.944444
15.1	72	68	0.944444
15.11	72	68	0.944444
15.12	72	68	0.944444
15.13	72	68	0.944444
15.14	72	68	0.944444
15.15	72	68	0.944444
15.16	72	68	0.944444
15.17	72	68	0.944444
15.18	72	68	0.944444
15.19	72	68	0.944444
15.2	72	68	0.944444
15.21	72	68	0.944444
15.22	72	68	0.944444
15.23	72	68	0.944444
15.24	72	68	0.944444
15.25	72	68	0.944444
15.26	72	68	0.944444
15.27	72	68	0.944444
15.28	72	68	0.944444
15.29	72	68	0.944444
15.3	72	68	0.944444
15.31	72	68	0.944444
15.32	72	68	0.944444
15.33	72	68	0.944444
15.34	72	68	0.944444
15.35	72	68	0.944444
15.36	72	68	0.944444
15.37	72	68	0.944444
15.38	72	68	0.944444
15.39	72	68	0.944444
15.4	72	68	0.944444
15.41	72	68	0.944444
15.42	72	68	0.944444
15.43	72	68	0.944444
15.44	72	68	0.944444
15.45	72	68	0.944444
15.46	72	68	0.944444
15.47	72	68	0.944444
15.48	72	68	0.944444
15.49	72	68	0.944444
15.5	72	68	0.944444
15.51	72	68	0.944444
15.52	72	68	0.944444
15.53	72	68	0.944444
15.54	72	68	0.944444
15.55	72	68	0.944444
15.56	72	68	0.944444
15.57	72	68	0.944444
15.58	72	68	0.944444
15.59	72	68	0.944444
15.6	72	68	0.944444
15.61	72	68	0.944444
15.62	72	68	0.944444
15.63	72	68	0.944444
15.64	72	68	0.944444
15.65	72	68	0.944444
15.66	72	68	0.944444
15.67	72	68	0.944444
15.68	72	68	0.944444
15.69	72	68	0.944444
15.7	72	68	0.944444
15.71	72	68	0.944444
15.72	72	68	0.944444
15.73	72	68	0.944444
15.74	72	68	0.944444
15.75	72	68	0.944444
15.76	72	68	0.944444
15.77	72	68	0.944444
15.78	72	68	0.944444
15.79	72	68	0.944444
15.8	72	68	0.944444
15.81	72	68	0.944444
15.82	72	68	0.944444
15.83	72	68	0.944444
15.84	72	68	0.944444
15.85	72	68	0.944444
15.86	72	68	0.944444
15.87	72	68	0.944444
15.88	72	68	0.944444
15.89	72	68	0.944444
15.9	72	68	0.944444
15.91	72	68	0.944444
15.92	72	68	0.944444
15.93	72	68	0.944444
15.94	72	68	0.944444
15.95	72	68	0.944444
15.96	72	68	0.944444
15.97	72	68	0.944444
15.98	72	68	0.944444
15.99	72	68	0.944444
16	72	68	0.944444
16.01	72	68	0.944444
16.02	72	68	0.944444
16.03	72	68	0.944444
16.04	72	68	0.944444
16.05	72	68	0.944444
16.06	72	68	0.944444
16.07	72	68	0.944444
16.08	72	68	0.944444
16.09	72	68	0.944444
16.1	72	68	0.944444
16.11	72	68	0.944444
16.12	72	68	0.944444
16.13	72	68	0.944444
16.14	72	68	0.944444
16.15	72	68	0.944444
16.16	72	68	0.944444
16.17	72	68	0.944444
16.18	72	68	0.944444
16.19	72	68	0.944444
16.2	72	68	0.944444
16.21	72	68	0.944444
16.22	72	68	0.944444
16.23	72	68	0.944444
16.24	72	68	0.944444
16.25	72	68	0.944444
16.26	72	68	0.944444
16.27	72	68	0.944444
16.28	72	68	0.944444
16.29	72	68	0.944444
16.3	72	68	0.944444
16.31	72	68	0.944444
16.32	72	68	0.944444
16.33	72	68	0.944444
16.34	72	68	0.944444
16.35	72	68	0.944444
16.36	72	68	0.944444
16.37	72	68	0.944444
16.38	72	68	0.944444
16.39	72	68	0.944444
16.4	72	68	0.944444
16.41	72	68	0.944444
16.42	72	68	0.944444
16.43	72	68	0.944444
16.44	72	68	0.944444
16.45	72	68	0.944444
16.46	72	68	0.944444
16.47	72	68	0.944444
16.48	72	68	0.944444
16.49	72	68	0.944444
16.5	72	68	0.944444
16.51	72	68	0.944444
16.52	72	68	0.944444
16.53	72	68	0.944444
16.54	72	68	0.944444
16.55	72	68	0.944444
16.56	72	68	0.944444
16.57	72	68	0.944444
16.58	72	68	0.944444
16.59	72	68	0.944444
16.6	72	68	0.944444
16.61	72	68	0.944444
16.62	72	68	0.944444
16.63	72	68	0.944444
16.64	72	68	0.944444
16.65	72	68	0.944444
16.66	72	68	0.944444
16.67	72	68	0.944444
16.68	72	68	0.944444
16.69	72	68	0.944444
16.7	72	68	0.944444
16.71	72	68	0.944444
16.72	72	68	0.944444
16.73	72	68	0.944444
16.74	72	68	0.944444
16.75	72	68	0.944444
16.76	72	68	0.944444
16.77	72	68	0.944444
16.78	72	68	0.944444
16.79	72	68	0.944444
16.8	72	68	0.944444
16.81	72	68	0.944444
16.82	72	68	0.944444
16.83	72	68	0.944444
16.84	72	68	0.944444
16.85	48	48	1
16.86	48	48	1
16.87	48	48	1
16.88	48	48	1
16.89	48	48	1
16.9	48	48	1
16.91	48	48	1
16.92	48	48	1
16.93	48	48	1
16.94	48	48	1
16.95	48	48	1
16.96	48	48	1
16.97	48	48	1
16.98	48	48	1
16.99	48	48	1
17	48	48	1
17.01	48	48	1
17.02	48	48	1
17.03	48	48	1
17.04	48	48	1
17.05	48	48	1
17.06	48	48	1
17.07	48	48	1
17.08	48	48	1
17.09	48	48	1
17.1	48	48	1
17.11	48	48	1
17.12	48	48	1
17.13	48	48	1
17.14	48	48	1
17.15	48	48	1
17.16	48	48	1
17.17	48	48	1
17.18	48	48	1
17.19	48	48	1
17.2	48	48	1
17.21	48	48	1
17.22	48	48	1
17.23	48	48	1
17.24	48	48	1
17.25	48	48	1
17.26	48	48	1
17.27	48	48	1
17.28	48	48	1
17.29	48	48	1
17.3	48	48	1
17.31	48	48	1
17.32	48	48	1
17.33	48	48	1
17.34	48	48	1
17.35	48	48	1
17.36	48	48	1
17.37	48	48	1
17.38	48	48	1
17.39	48	48	1
17.4	48	48	1
17.41	48	48	1
17.42	48	48	1
17.43	48	48	1
17.44	48	48	1
17.45	48	48	1
17.46	48	48	1
17.47	48	48	1
17.48	48	48	1
17.49	48	48	1
17.5	48	48	1
17.51	48	48	1
17.52	48	48	1
17.53	48	48	1
17.54	48	48	1
17.55	48	48	1
17.56	48	48	1
17.57	48	48	1
17.58	48	48	1
17.59	48	48	1
17.6	48	48	1
17.61	48	48	1
17.62	48	48	1
17.63	48	48	1
17.64	48	48	1
17.65	48	48	1
17.66	48	48	1
17.67	48	48	1
17.68	48	48	1
17.69	48	48	1
17.7	48	48	1
17.71	48	48	1
17.72	48	48	1
17.73	48	48	1
17.74	48	48	1
17.75	48	48	1
17.76	48	48	1
17.77	48	48	1
17.78	48	48	1
17.79	48	48	1
17.8	48	48	1
17.81	48	48	1
17.82	48	48	1
17.83	48	48	1
17.84	48	48	1
17.85	48	48	1
17.86	48	48	1
17.87	48	48	1
17.88	48	48	1
17.89	48	48	1
17.9	48	48	1
17.91	48	48	1
17.92	48	48	1
17.93	48	48	1
17.94	48	48	1
17.95	48	48	1
17.96	48	48	1
17.97	48	48	1
17.98	48	48	1
17.99	48	48	1
18	48	48	1
18.01	48	48	1
18.02	48	48	1
18.03	48	48	1
18.04	48	48	1
18.05	48	48	1
18.06	48	48	1
18.07	48	48	1
18.08	48	48	1
18.09	48	48	1
18.1	48	48	1
18.11	48	48	1
18.12	48	48	1
18.13	48	48	1
18.14	48	48	1
18.15	48	48	1
18.16	48	48	1
18.17	48	48	1
18.18	48	48	1
18.19	48	48	1
18.2	48	48	1
18.21	48	48	1
18.22	48	48	1
18.23	48	48	1
18.24	48	48	1
18.25	48	48	1
18.26	48	48	1
18.27	48	48	1
18.28	48	48	1
18.29	48	48	1
18.3	48	48	1
18.31	48	48	1
18.32	48	48	1
18.33	48	48	1
18.34	48	48	1
18.35	48	48	1
18.36	48	48	1
18.37	48	48	1
18.38	48	48	1
18.39	48	48	1
18.4	48	48	1
18.41	48	48	1
18.42	48	48	1
18.43	48	48	1
18.44	48	48	1
18.45	48	48	1
18.46	48	48	1
18.47	48	48	1
18.48	48	48	1
18.49	48	48	1
18.5	48	48	1
18.51	48	48	1
18.52	48	48	1
18.53	48	48	1
18.54	48	48	1
18.55	48	48	1
18.56	48	48	1
18.57	48	48	1
18.58	48	48	1
18.59	48	48	1
18.6	48	48	1
18.61	48	48	1
18.62	48	48	1
18.63	48	48	1
18.64	48	48	1
18.65	48	48	1
18.66	48	48	1
18.67	48	48	1
18.68	48	48	1
18.69	48	48	1
18.7	48	48	1
18.71	48	48	1
18.72	48	48	1
18.73	48	48	1
18.74	48	48	1
18.75	48	48	1
18.76	48	48	1
18.77	48	48	1
18.78	48	48	1
18.79	48	48	1
18.8	48	48	1
18.81	48	48	1
18.82	48	48	1
18.83	48	48	1
18.84	48	48	1
18.85	48	48	1
18.86	48	48	1
18.87	48	48	1
18.88	48	48	1
18.89	48	48	1
18.9	48	48	1
18.91	48	48	1
18.92	48	48	1
18.93	48	48	1
18.94	48	48	1
18.95	48	48	1
18.96	48	48	1
18.97	48	48	1
18.98	48	48	1
18.99	48	48	1
19	48	48	1
19.01	48	48	1
19.02	48	48	1
19.03	48	48	1
19.04	48	48	1
19.05	48	48	1
19.06	48	48	1
19.07	48	48	1
19.08	48	48	1
19.09	48	48	1
19.1	48	48	1
19.11	48	48	1
19.12	48	48	1
19.13	48	48	1
19.14	48	48	1
19.15	48	48	1
19.16	48	48	1
19.17	48	48	1
19.18	40	40	1
19.19	40	40	1
19.2	40	40	1
19.21	40	40	1
19.22	40	40	1
19.23	40	40	1
19.24	40	40	1
19.25	40	40	1
19.26	40	40	1
19.27	40	40	1
19.28	40	40	1
19.29	40	40	1
19.3	40	40	1
19.31	40	40	1
19.32	40	40	1
19.33	40	40	1
19.34	40	40	1
19.35	40	40	1
19.36	40	40	1
19.37	40	40	1
19.38	40	40	1
19.39	40	40	1
19.4	40	40	1
19.41	40	40	1
19.42	40	40	1
19.43	40	40	1
19.44	40	40	1
19.45	40	40	1
19.46	40	40	1
19.47	40	40	1
19.48	40	40	1
19.49	40	40	1
19.5	40	40	1
19.51	40	40	1
19.52	40	40	1
19.53	40	40	1
19.54	40	40	1
19.55	40	40	1
19.56	40	40	1
19.57	40	40	1
19.58	40	40	1
19.59	40	40	1
19.6	40	40	1
19.61	40	40	1
19.62	40	40	1
19.63	40	40	1
19.64	40	40	1
19.65	40	40	1
19.66	40	40	1
19.67	40	40	1
19.68	40	40	1
19.69	40	40	1
19.7	40	40	1
19.71	40	40	1
19.72	40	40	1
19.73	40	40	1
19.74	40	40	1
19.75	40	40	1
19.76	40	40	1
19.77	40	40	1
19.78	40	40	1
19.79	40	40	1
19.8	40	40	1
19.81	40	40	1
19.82	40	40	1
19.83	40	40	1
19.84	40	40	1
19.85	40	40	1
19.86	40	40	1
19.87	40	40	1
19.88	40	40	1
19.89	40	40	1
19.9	40	40	1
19.91	40	40	1
19.92	40	40	1
19.93	40	40	1
19.94	40	40	1
19.95	40	40	1
19.96	40	40	1
19.97	40	40	1
19.98	40	40	1
19.99	40	40	1
20	40	40	1
20.01	40	40	1
20.02	40	40	1
20.03	40	40	1
20.04	40	40	1
20.05	40	40	1
20.06	40	40	1
20.07	40	40	1
20.08	40	40	1
20.09	40	40	1
20.1	40	40	1
20.11	32	32	1
20.12	32	32	1
20.13	32	32	1
20.14	32	32	1
20.15	32	32	1
20.16	32	32	1
20.17	32	32	1
20.18	32	32	1
20.19	32	32	1
20.2	32	32	1
20.21	32	32	1
20.22	32	32	1
20.23	32	32	1
20.24	32	32	1
20.25	32	32	1
20.26	32	32	1
20.27	32	32	1
20.28	32	32	1
20.29	32	32	1
20.3	32	32	1
20.31	32	32	1
20.32	32	32	1
20.33	32	32	1
20.34	32	32	1
20.35	32	32	1
20.36	32	32	1
20.37	32	32	1
20.38	32	32	1
20.39	32	32	1
20.4	32	32	1
20.41	32	32	1
20.42	32	32	1
20.43	32	32	1
20.44	32	32	1
20.45	32	32	1
20.46	32	32	1
20.47	32	32	1
20.48	32	32	1
20.49	32	32	1
20.5	32	32	1
20.51	32	32	1
20.52	32	32	1
20.53	32	32	1
20.54	32	32	1
20.55	32	32	1
20.56	32	32	1
20.57	32	32	1
20.58	32	32	1
20.59	32	32	1
20.6	32	32	1
20.61	32	32	1
20.62	32	32	1
20.63	32	32	1
20.64	32	32	1
20.65	32	32	1
20.66	32	32	1
20.67	32	32	1
20.68	32	32	1
20.69	32	32	1
20.7	32	32	1
20.71	32	32	1
20.72	32	32	1
20.73	32	32	1
20.74	32	32	1
20.75	32	32	1
20.76	32	32	1
20.77	32	32	1
20.78	32	32	1
20.79	32	32	1
20.8	32	32	1
20.81	32	32	1
20.82	32	32	1
20.83	32	32	1
20.84	32	32	1
20.85	32	32	1
20.86	32	32	1
20.87	32	32	1
20.88	32	32	1
20.89	32	32	1
20.9	32	32	1
20.91	32	32	1
20.92	32	32	1
20.93	32	32	1
20.94	32	32	1
20.95	32	32	1
20.96	32	32	1
20.97	32	32	1
20.98	32	32	1
20.99	32	32	1
21	32	32	1
21.01	32	32	1
21.02	32	32	1
21.03	24	24	1
21.04	24	24	1
21.05	24	24	1
21.06	24	24	1
21.07	24	24	1
21.08	24	24	1
21.09	24	24	1
21.1	24	24	1
21.11	24	24	1
21.12	24	24	1
21.13	24	24	1
21.14	24	24	1
21.15	24	24	1
21.16	24	24	1
21.17	24	24	1
21.18	24	24	1
21.19	24	24	1
21.2	24	24	1
21.21	24	24	1
21.22	24	24	1
21.23	24	24	1
21.24	24	24	1
21.25	24	24	1
21.26	24	24	1
21.27	24	24	1
21.28	24	24	1
21.29	24	24	1
21.3	24	24	1
21.31	24	24	1
21.32	24	24	1
21.33	24	24	1
21.34	24	24	1
21.35	24	24	1
21.36	24	24	1
21.37	24	24	1
21.38	24	24	1
21.39	24	24	1
21.4	24	24	1
21.41	24	24	1
21.42	24	24	1
21.43	24	24	1
21.44	24	24	1
21.45	24	24	1
21.46	24	24	1
21.47	24	24	1
21.48	24	24	1
21.49	24	24	1
21.5	24	24	1
21.51	24	24	1
21.52	24	24	1
21.53	24	24	1
21.54	24	24	1
21.55	24	24	1
21.56	24	24	1
21.57	24	24	1
21.58	24	24	1
21.59	24	24	1
21.6	24	24	1
21.61	24	24	1
21.62	24	24	1
21.63	24	24	1
21.64	24	24	1
21.65	24	24	1
21.66	24	24	1
21.67	24	24	1
21.68	24	24	1
21.69	24	24	1
21.7	24	24	1
21.71	24	24	1
21.72	24	24	1
21.73	24	24	1
21.74	24	24	1
21.75	24	24	1
21.76	24	24	1
21.77	24	24	1
21.78	24	24	1
21.79	24	24	1
21.8	24	24	1
21.81	24	24	1
21.82	24	24	1
21.83	24	24	1
21.84	24	24	1
21.85	24	24	1
21.86	24	24	1
21.87	24	24	1
21.88	24	24	1
21.89	24	24	1
21.9	24	24	1
21.91	24	24	1
21.92	24	24	1
21.93	24	24	1
21.94	24	24	1
21.95	24	24	1
21.96	24	24	1
21.97	24	24	1
21.98	24	24	1
21.99	24	24	1
22	24	24	1
22.01	24	24	1
22.02	24	24	1
22.03	24	24	1
22.04	24	24	1
22.05	24	24	1
22.06	24	24	1
22.07	24	24	1
22.08	24	24	1
22.09	24	24	1
22.1	24	24	1
22.11	24	24	1
22.12	24	24	1
22.13	24	24	1
22.14	24	24	1
22.15	24	24	1
22.16	24	24	1
22.17	24	24	1
22.18	24	24	1
22.19	24	24	1
22.2	24	24	1
22.21	24	24	1
22.22	24	24	1
22.23	24	24	1
22.24	24	24	1
22.25	24	24	1
22.26	24	24	1
22.27	24	24	1
22.28	24	24	1
22.29	24	24	1
22.3	24	24	1
22.31	24	24	1
22.32	24	24	1
22.33	24	24	1
22.34	24	24	1
22.35	24	24	1
22.36	24	24	1
22.37	24	24	1
22.38	24	24	1
22.39	24	24	1
22.4	24	24	1
22.41	24	24	1
22.42	24	24	1
22.43	24	24	1
22.44	24	24	1
22.45	24	24	1
22.46	24	24	1
22.47	24	24	1
22.48	24	24	1
22.49	24	24	1
22.5	24	24	1
22.51	24	24	1
22.52	24	24	1
22.53	24	24	1
22.54	24	24	1
22.55	24	24	1
22.56	24	24	1
22.57	24	24	1
22.58	24	24	1
22.59	24	24	1
22.6	24	24	1
22.61	24	24	1
22.62	24	24	1
22.63	24	24	1
22.64	24	24	1
22.65	24	24	1
22.66	24	24	1
22.67	24	24	1
22.68	24	24	1
22.69	24	24	1
22.7	24	24	1
22.71	24	24	1
22.72	24	24	1
22.73	24	24	1
22.74	24	24	1
22.75	24	24	1
22.76	24	24	1
22.77	24	24	1
22.78	24	24	1
22.79	24	24	1
22.8	24	24	1
22.81	24	24	1
22.82	24	24	1
22.83	24	24	1
22.84	24	24	1
22.85	24	24	1
22.86	24	24	1
22.87	24	24	1
22.88	16	16	1
22.89	16	16	1
22.9	24	12	0.5
22.91	24	12	0.5
22.92	24	12	0.5
22.93	24	12	0.5
22.94	24	12	0.5
22.95	24	12	0.5
22.96	24	12	0.5
22.97	24	12	0.5
22.98	24	12	0.5
22.99	24	12	0.5
23	24	12	0.5
23.01	24	12	0.5
23.02	24	12	0.5
23.03	24	12	0.5
23.04	24	12	0.5
23.05	24	12	0.5
23.06	24	12	0.5
23.07	24	12	0.5
23.08	24	16	0.666667
23.09	24	16	0.666667
23.1	24	16	0.666667
23.11	24	16	0.666667
23.12	24	16	0.666667
23.13	24	16	0.666667
23.14	24	16	0.666667
23.15	24	16	0.666667
23.16	24	16	0.666667
23.17	24	16	0.666667
23.18	24	16	0.666667
23.19	24	16	0.666667
23.2	24	16	0.666667
23.21	24	16	0.666667
23.22	24	16	0.666667
23.23	24	16	0.666667
23.24	24	16	0.666667
23.25	24	16	0.666667
